MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
ESA00913,AJ854099,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Ajuga,reptans,forest,Temperate broadleaf & mixed forest,broad-leaved forest,temperate,Palearctic,,,,,50,,Europe,United Kingdom,England,Pretty Wood,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Journal of Ecology,2007,Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community,"Helgason, T.; Merryweather, J.W.; Young, J.P.W.; Fitter, A.H."
ESA00915,AJ854102,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Ajuga,reptans,forest,Temperate broadleaf & mixed forest,broad-leaved forest,temperate,Palearctic,,,,,50,,Europe,United Kingdom,England,Pretty Wood,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Journal of Ecology,2007,Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community,"Helgason, T.; Merryweather, J.W.; Young, J.P.W.; Fitter, A.H."
ESA00916,AJ854103,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Ajuga,reptans,forest,Temperate broadleaf & mixed forest,broad-leaved forest,temperate,Palearctic,,,,,50,,Europe,United Kingdom,England,Pretty Wood,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Journal of Ecology,2007,Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community,"Helgason, T.; Merryweather, J.W.; Young, J.P.W.; Fitter, A.H."
ESA00917,AJ854104,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00009,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Ajuga,reptans,forest,Temperate broadleaf & mixed forest,broad-leaved forest,temperate,Palearctic,,,,,50,,Europe,United Kingdom,England,Pretty Wood,54deg7.12'N 0deg54.47'W,,NS31,AM1,18S rDNA,Sanger,,Journal of Ecology,2007,Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community,"Helgason, T.; Merryweather, J.W.; Young, J.P.W.; Fitter, A.H."
MOA02699,AM114274,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,trappei,VTX00245,cultured spores,,,,,,,,,,,temperate,Palearctic,,,,,,,Europe,Austria,Tyrol,Schulterberg,0deg0.00' 0deg0.00',Att186-1,see notes,see notes,18S rDNA,Sanger,,New Phytologist,2012,Phylogenetic reference data for systematics and phylotaxonomy of arbuscular mycorrhizal fungi from phylum to species level,"Kruger, M.; Kruger, C.; Walker, C.; Stockinger, H.; Schussler, A."
ESA02222,AM183923,Archaeosporomycetes,Archaeosporales,Geosiphonaceae,Geosiphon,pyriformis,VTX00241,cultured spores,culture W4756,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Europe,Germany,Hessen,Spessart mountains,50deg8.00'N 9deg25.00'E,W4756,,,18S rDNA,Sanger,,Nature,2006,Reconstructing the early evolution of fungi using a six-gene phylogeny,"James, T.Y.; Kauff, F.; Schoch, C. L.; Matheny, P.B.; Hofstetter, V.; Cox, C.J.; Celio, G.; Gueidan, C.; Fraker, E.; Miadlikowska, J.; Lumbsch, H.T.; Rauhut, A.; Reeb, V.; Arnold, A.E.; Amtoft, A.; Stajich, J.E.; Hosaka, K.; Sung, G-H.; Johnson, L.; O'Rourke, B.; Crockett, M.; Binder, M.; Curtis, J.M.; Slot, J.C.; Wang, H.; Wilson, P.; Schussler, A.; Longcore, J.E.; O'Donnell, K.; Mozley-Standridge, S.; Porter, D.; Letcher, P.M.; Powell, M.J.; Taylor, J.W.; White, M.M.; Griffith, G.W.; Davies, D.R.: Humber; Morton, J.B.; Sugiyama, J.; Rossman, A.Y.; Rogers, J.D.; Pfister, D.H.: Hewitt; Hansen, K.; Hambleton, S.; Shoemaker, R.A.; Kohlmeyer, J.; Volkmann-Kohlmeyer, B.; Spotts, R.A.; Serdani, M.; Crous, P.W.; Hughes, K.W.; Matsuura, K.; Langer, E.; Langer, E.; Untereiner, W.A.; Lucking, R.; Budel, B.; Geiser, D.M.; Aptroot, A.; Diederich, P.; Schmitt, I.; Schultz, M.; Yahr, R.; Hibbett, D; Lutzoni, F.; McLaughlin, D.J.; Spatafora, J.W.; Vilgalys, R."
ESA02301,AM268193,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,fennica,VTX00283,cultured spores,W3569/Att200-11,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,ley (pasture) field,polar,Palearctic,,,,,,,Europe,Finland,Western Finland,Kurikka,62deg30.00'N 22deg20.00'E,W3569/Att200-11,see notes,see notes,18S rDNA,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02300,AM268194,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,fennica,VTX00283,cultured spores,W3847/Att200-21,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,ley (pasture) field,polar,Palearctic,,,,,,,Europe,Finland,Western Finland,Kurikka,62deg30.00'N 22deg20.00'E,W3847/Att200-21,see notes,see notes,18S rDNA,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02299,AM268195,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,fennica,VTX00283,cultured spores,W3570/Att200-11,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,ley (pasture) field,polar,Palearctic,,,,,,,Europe,Finland,Western Finland,Kurikka,62deg30.00'N 22deg20.00'E,W3570/Att200-11,see notes,see notes,18S rDNA,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02298,AM268196,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,fennica,VTX00283,cultured spores,W4752/Att46-1,unspecified subclass,,,unspecified family,unspecified genus,unspecified species,anthropogenic,Anthropogenic ecosystem,ley (pasture) field,polar,Palearctic,,,,,,,Europe,Finland,Western Finland,Kurikka,62deg30.00'N 22deg20.00'E,W4752/Att46-1,see notes,see notes,18S rDNA,Sanger,,Mycological Research,2007,"Molecular phylogeny and new taxa in the Archaeosporales (Glomeromycota): Ambispora fennica gen.sp.nov., Ambisporaceae fam. nov., and emendation of Archaeospora and Archaeosporaceae","Walker, C.; Vestberg, M.; Demircik, F.; Stockinger, H.; Saito, M.; Sawaki, H.; Nishmura, I.; Schussler, A."
ESA02396,AM400227,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,gerdemannii,VTX00283,other,spores from trap culture,unspecified subclass,,,,,,shrubland,deserts and xeric shrublands,dolomitic shrubland,subtropical,Palearctic,,,,,,,Europe,Spain,Andalusia,Sierra de Baza Natural Park,37deg37.00'N 2deg97.00'W,,NS31,AM1,18S rDNA,Sanger,,Mycologia,2008,"Otospora bareai, a new fungal species in the Glomeromycetes from a dolomitic shrub land in Sierra de Baza National Park (Granada, Spain)","Palenzuela, J.; Ferrol, N.; Boller, T.; Azcon-Aguilar, C.; Oehl, F."
ESA01948,DQ396687,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,PF27,VTX00283,plant roots,,Pinidae,,,Podocarpaceae,Podocarpus,falcatus,forest,Tropical dry broadleaf forest,dry afromontane forest,tropical,Afrotropic,,,,,1500-2700,700-1100,Africa,Ethiopia,,Menagesha,9deg0.00'N 38deg35.00'E,,GlomerWT0,see notes,18S rDNA,Sanger,,Canadian Journal of Botany,2006,Two threatened coexisting indigenous conifer species in the dry Afromontane forests of Ethiopia are associated with distinct arbuscular mycorrhizal fungal communities,"Wubet, T.; Weiss, M.; Kottke, I.; Oberwinkler, F."
ESA00166,EU332726,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,other,"trap culture, specimen 0905-2",unspecified subclass,,,unspecified family,unspecified genus,unspecified species,culture,,culture,temperate,Palearctic,,,,,,,Asia,South Korea,,"Mt Hanla, Jeju",33deg21.00'N 126deg31.00'E,,AML1,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2008,Improved PCR primers for the detection and identification of arbuscular mycorrhizal fungi,"Lee, J.; Lee, S.; Young, J.P.W."
ESA01484,EU573738,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Schechter08 Arch1,VTX00008,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Collinsia,sparsiflora,grassland,Subtropical grasslands & savannas,serpentine soil,subtropical,Nearctic,7.0-7.35,,2.0-5.25 ppm (Weak Bray),1.5-2.5 ppm (NO3),,,North America,USA,California,Donald and Sylvia McLaughlin Reserve,35deg34.13'N 116deg10.42'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,2008,Serpentine and non-serpentine ecotypes of Collinsia sparsiflora associate with distinct arbuscular mycorrhizal fungal assemblages,"Schechter, S.P.; Bruns, T.D."
ESA01485,EU573756,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Schechter08 Arch1,VTX00005,plant roots,,Magnoliidae,Asteranae,Lamiales,Plantaginaceae,Collinsia,sparsiflora,grassland,Subtropical grasslands & savannas,non-serpentine soil,subtropical,Nearctic,6.1-6.5,,7.0-43.7 ppm (Weak Bray),2.5-7.2 ppm (NO3),,,North America,USA,California,Donald and Sylvia McLaughlin Reserve,35deg34.13'N 116deg10.42'W,,NS31,AM1,18S rDNA,Sanger,,Molecular Ecology,2008,Serpentine and non-serpentine ecotypes of Collinsia sparsiflora associate with distinct arbuscular mycorrhizal fungal assemblages,"Schechter, S.P.; Bruns, T.D."
ESA02537,FJ194498,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,ORVIN ARCH1,VTX00004,plant roots,,Magnoliidae,Rosanae,Vitales,Vitaceae,Vitis,vinifera,anthropogenic,Anthropogenic ecosystem,vineyard,temperate,Nearctic,5.3-6.3,,,,70-274,,North America,USA,Oregon,Willamette Valley,44deg53.00'N 123deg2.00'W,,NS31,AM1,18S rDNA,Sanger,,Mycologia,2009,The diversity of arbuscular mycorrhizal fungi amplified from grapevine roots (Vitis vinifera L.) in Oregon vineyards is seasonally stable and influenced by soil and vine age,"Schreiner, R.P.; Mihara, K.L."
MOA00384,FN820272,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,granatensis,VTX00283,cultured spores,unspecified culture,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,agricultural soil,subtropical,Palearctic,8.1,,26 mg kg-1 (available P),,,,Europe,Spain,Andalusia,Lachar,37deg10.00'N 3deg49.00'W,,GeoA2,Geo11,18S rDNA,Sanger,,Mycologia,2011,"Ambispora granatensis, a new arbuscular mycorrhizal fungus, associated with Asparagus officinalis in Andalucia (Spain)","Palenzuela, J.; Barea, J.M.; Ferrol, N.; Oehl, F."
MOA00386,FN820273,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,granatensis,VTX00339,cultured spores,unspecified culture,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,agricultural soil,subtropical,Palearctic,8.1,,26 mg kg-1 (available P),,,,Europe,Spain,Andalusia,Lachar,37deg10.00'N 3deg49.00'W,,GeoA2,Geo11,18S rDNA,Sanger,,Mycologia,2011,"Ambispora granatensis, a new arbuscular mycorrhizal fungus, associated with Asparagus officinalis in Andalucia (Spain)","Palenzuela, J.; Barea, J.M.; Ferrol, N.; Oehl, F."
MOA00387,FN820274,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,granatensis,VTX00283,cultured spores,unspecified culture,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,agricultural soil,subtropical,Palearctic,8.1,,26 mg kg-1 (available P),,,,Europe,Spain,Andalusia,Lachar,37deg10.00'N 3deg49.00'W,,GeoA2,Geo11,18S rDNA,Sanger,,Mycologia,2011,"Ambispora granatensis, a new arbuscular mycorrhizal fungus, associated with Asparagus officinalis in Andalucia (Spain)","Palenzuela, J.; Barea, J.M.; Ferrol, N.; Oehl, F."
MOA00388,FN820275,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,granatensis,VTX00339,cultured spores,unspecified culture,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,agricultural soil,subtropical,Palearctic,8.1,,26 mg kg-1 (available P),,,,Europe,Spain,Andalusia,Lachar,37deg10.00'N 3deg49.00'W,,GeoA2,Geo11,18S rDNA,Sanger,,Mycologia,2011,"Ambispora granatensis, a new arbuscular mycorrhizal fungus, associated with Asparagus officinalis in Andalucia (Spain)","Palenzuela, J.; Barea, J.M.; Ferrol, N.; Oehl, F."
MOA00679,FN869849,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Aca,VTX00338,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Psoralea,bituminosa,anthropogenic,Anthropogenic ecosystem,pot experiment with heavy metal contaminated soil,subtropical,Palearctic,,,,,,275,Europe,Spain,Murcia,"Cartagena, La Union Mine District",37deg38.00'N 0deg49.00'W,,AML1,AML2,18S rDNA,Sanger,,Soil Biology and Biochemistry,2011,The application of an organic amendment modifies the arbuscular mycorrhizal fungal communities colonizing native seedlings grown in a heavy-metal-polluted soil,"Alguacil, M.M.; Torrecillas, E.; Caravaca, F.; Fernandez, D.A.; Azcon, R.; Roldan, A."
MOA00680,FN869850,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Aca,VTX00338,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Psoralea,bituminosa,anthropogenic,Anthropogenic ecosystem,pot experiment with heavy metal contaminated soil,subtropical,Palearctic,,,,,,275,Europe,Spain,Murcia,"Cartagena, La Union Mine District",0deg0.00' 0deg0.00',,AML1,AML2,18S rDNA,Sanger,,Soil Biology and Biochemistry,2011,The application of an organic amendment modifies the arbuscular mycorrhizal fungal communities colonizing native seedlings grown in a heavy-metal-polluted soil,"Alguacil, M.M.; Torrecillas, E.; Caravaca, F.; Fernandez, D.A.; Azcon, R.; Roldan, A."
MOA00681,FN869851,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Aca,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Lolium,perenne,anthropogenic,Anthropogenic ecosystem,pot experiment with heavy metal contaminated soil,subtropical,Palearctic,,,,,,275,Europe,Spain,Murcia,"Cartagena, La Union Mine District",0deg0.00' 0deg0.00',,AML1,AML2,18S rDNA,Sanger,,Soil Biology and Biochemistry,2011,The application of an organic amendment modifies the arbuscular mycorrhizal fungal communities colonizing native seedlings grown in a heavy-metal-polluted soil,"Alguacil, M.M.; Torrecillas, E.; Caravaca, F.; Fernandez, D.A.; Azcon, R.; Roldan, A."
MOA00682,FN869852,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Aca,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Lolium,perenne,anthropogenic,Anthropogenic ecosystem,pot experiment with heavy metal contaminated soil,subtropical,Palearctic,,,,,,275,Europe,Spain,Murcia,"Cartagena, La Union Mine District",0deg0.00' 0deg0.00',,AML1,AML2,18S rDNA,Sanger,,Soil Biology and Biochemistry,2011,The application of an organic amendment modifies the arbuscular mycorrhizal fungal communities colonizing native seedlings grown in a heavy-metal-polluted soil,"Alguacil, M.M.; Torrecillas, E.; Caravaca, F.; Fernandez, D.A.; Azcon, R.; Roldan, A."
MOA02698,FR773150,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,schenckii,VTX00245,cultured spores,,,,,,,,,,,tropical,Neotropic,,,,,,,South America,Colombia,Cundinamarca,Between Cajic &amp; Tabio,0deg0.00' 0deg0.00',Att58-6,GeoA2,Geo11,18S rDNA,Sanger,,New Phytologist,2012,Phylogenetic reference data for systematics and phylotaxonomy of arbuscular mycorrhizal fungi from phylum to species level,"Kruger, M.; Kruger, C.; Walker, C.; Stockinger, H.; Schussler, A."
MOA00343,GQ140598,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00242,soil,,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,heavy metal-contaminated soil,subtropical,Indo-Malay,,,,,,,Asia,China,Guangdong Province,Dabaoshan Mine,24deg31.37'N 113deg42.49'E,,AML1,AML2,18S rDNA,Sanger,,European Journal of Soil Biology,2010,Molecular community analysis of arbuscular mycorrhizal fungi associated with five selected plant species from heavy metal polluted soils,"Long, L.K.; Yao, Q.; Guo, J.; Yang, R.H.; Huang, Y.H.; Zhu, H.H."
MOA00344,GQ140599,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00242,soil,,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,heavy metal-contaminated soil,subtropical,Indo-Malay,,,,,,,Asia,China,Guangdong Province,Dabaoshan Mine,24deg31.37'N 113deg42.49'E,,AML1,AML2,18S rDNA,Sanger,,European Journal of Soil Biology,2010,Molecular community analysis of arbuscular mycorrhizal fungi associated with five selected plant species from heavy metal polluted soils,"Long, L.K.; Yao, Q.; Guo, J.; Yang, R.H.; Huang, Y.H.; Zhu, H.H."
MOA00349,GQ140609,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,soil,,unspecified subclass,,,,,,anthropogenic,Anthropogenic ecosystem,heavy metal-contaminated soil,subtropical,Indo-Malay,,,,,,,Asia,China,Guangdong Province,Dabaoshan Mine,24deg31.37'N 113deg42.49'E,,AML1,AML2,18S rDNA,Sanger,,European Journal of Soil Biology,2010,Molecular community analysis of arbuscular mycorrhizal fungi associated with five selected plant species from heavy metal polluted soils,"Long, L.K.; Yao, Q.; Guo, J.; Yang, R.H.; Huang, Y.H.; Zhu, H.H."
MOA00332,GQ140623,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Caryophyllanae,Caryophyllales,Chenopodiaceae,Dysphania,ambrosioides,anthropogenic,Anthropogenic ecosystem,heavy metal-contaminated soil,subtropical,Indo-Malay,2.3,,,,,,Asia,China,Guangdong Province,Dabaoshan Mine,24deg31.37'N 113deg42.49'E,,AML1,AML2,18S rDNA,Sanger,,European Journal of Soil Biology,2010,Molecular community analysis of arbuscular mycorrhizal fungi associated with five selected plant species from heavy metal polluted soils,"Long, L.K.; Yao, Q.; Guo, J.; Yang, R.H.; Huang, Y.H.; Zhu, H.H."
MOA02432,GU238376,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Amb-1,VTX00283,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Dracocephalum,heterophyllum,grassland,Montane grassland,high altitude grassland,boreal,Palearctic,7.64,0.98 g/kg (Organic C),0.59 mg/kg (Available P),0.53 g/kg (Total N),4746,,Asia,China,Qinghai,Kunlunshan,35deg42.00'N 94deg7.00'E,,NS31,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2011,Diverse communities ofarbuscular mycorrhizal fungi inhabit sites with very high altitude in Tibet Plateau,"Liu, Y.; He, J.; Shi, G.; An, L.; Opik, M.; Feng, H."
MOA02431,GU238387,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Amb-1,VTX00283,plant roots,,Magnoliidae,Asteranae,Lamiales,Lamiaceae,Dracocephalum,heterophyllum,grassland,Montane grassland,high altitude grassland,boreal,Palearctic,7.23,1.32 g/kg (Organic C),1.29 mg/kg (Available P),0.87 g/kg (Total N),4773,,Asia,China,Tibet,Amdo,32deg10.00'N 91deg41.00'E,,NS31,AML2,18S rDNA,Sanger,,FEMS Microbiology Ecology,2011,Diverse communities ofarbuscular mycorrhizal fungi inhabit sites with very high altitude in Tibet Plateau,"Liu, Y.; He, J.; Shi, G.; An, L.; Opik, M.; Feng, H."
MOA00414,GU598262,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Arch-OTU1,VTX00009,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Zea,mays,anthropogenic,Anthropogenic ecosystem,maize field,temperate,Palearctic,5.8-6.2,,,,539,,Europe,Hungary,Fejer County,Martonvasar,47deg21.00'N 18deg49.00'E,,AMV4.5NF,AMV4.5NR,18S rDNA,Sanger,,Biology and Fertility of Soils,2011,The community structure of arbuscular mycorrhizal fungi in roots of maize grown in a 50-year monoculture,"Sasvari, Z.; Hornok, L.; Posta, K."
