MaarjAM accession number	GenBank accession number	Fungal class	Fungal order	Fungal family	Fungal genus	Fungal species	VTX	Source	Source specify	Host subclass	Host superorder	Host order	Host family	Host genus	Host species	Ecosystem	Biome	Habitat	Climatic zone	Biogeo realm	Soil pH	C content	P content	N content	Altitude (m)	Average annual precipitation (mm)	Continent	Country	State	Location	Coordinates	Culture code	Forward primer	Reverse primer	Marker region	Sequencing method	Sequencing chemistry	Journal	Year	Title	Authors
ESA02145	AJ276082	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	occultum	VTX00238	cultured spores	culture IA702-3/Att677-3/W3091	unspecified subclass			unspecified family	unspecified genus	unspecified species	anthropogenic	Anthropogenic ecosystem	arable land	temperate	Nearctic							North America	USA	Iowa	Rhodes Farm, Marshall County	42deg2.00'N 92deg56.00'W	IA702-3/Att677-3/W3091	NS1	see notes	18S rDNA	Sanger		Mycological Research	2001	Analysis of partial Glomales SSU rRNA gene sequences: implications for primer design and phylogeny	Schussler, A.; Gehrig, H.; Schwarzott, D.; Walker, C.
ESA02202	AJ301862	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	brasilianum	VTX00239	cultured spores	culture BR105/W3086/Att260-4	unspecified subclass			unspecified family	unspecified genus	unspecified species	culture		culture	tropical	Neotropic							South America	Brazil			0deg0.00' 0deg0.00'	BR105/W3086/Att260-4	see notes	see notes	18S rDNA	Sanger		Molecular Phylogenetics and Evolution	2001	Glomus, the largest genus of the arbuscular mycorrhizal fungi (Glomales), is nonmonophyletic	Schwarzott, D.; Walker, C.; Schussler, A.
ESA02316	AJ506092	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	occultum	VTX00238	cultured spores	BEG120	Magnoliidae	Rosanae	Sapindales	Anacardiaceae	Pistacia	lentiscus				subtropical	Palearctic	8,4						Europe	Spain	Alicante	Aguas	38deg30.00'N 0deg22.00'W	BEG120	NS31	NS41	18S rDNA	Sanger		Applied Soil Ecology	2004	Analysing arbuscular mycorrhizal fungal diversity in shrub-associated resource islands from a desertification-threatened semiarid Mediterranean ecosystem	Ferrol, N.; Calvente, R.; Cano, C.; Barea, J.M.; Azcon-Aguilar, C.
ESA00914	AJ854100	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	plant roots		Magnoliidae	Asteranae	Lamiales	Lamiaceae	Ajuga	reptans	forest	Temperate broadleaf & mixed forest	broad-leaved forest	temperate	Palearctic					50		Europe	United Kingdom	England	Pretty Wood	54deg7.12'N 0deg54.47'W		NS31	AM1	18S rDNA	Sanger		Journal of Ecology	2007	Specificity and resilience in the arbuscular mycorrhizal fungi of a natural woodland community	Helgason, T.; Merryweather, J.W.; Young, J.P.W.; Fitter, A.H.
MOA06916	AJ872023	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Zea	mays	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06917	AJ872024	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Zea	mays	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06918	AJ872025	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment							anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06919	AJ872026	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Triticum	aestivum	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06920	AJ872027	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from trap culture							anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06921	AJ872028	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Zea	mays	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06922	AJ872029	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Triticum	aestivum	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06923	AJ872030	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Zea	mays	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06924	AJ872031	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Zea	mays	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06925	AJ872032	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Triticum	aestivum	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
MOA06926	AJ872033	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots	plant roots from field experiment	Magnoliidae	Lilianae	Poales	Poaceae	Triticum	aestivum	anthropogenic	Anthropogenic ecosystem	field	temperate	Palearctic	4.8-5.2		3.9-10 mg kg-1				Europe	Switzerland	Basel-Landschaft	Therwil	47deg30.00'N 7deg33.00'E		see notes	see notes	18S rDNA+ITS	Sanger		Molecular Ecology	2006	Communities of arbuscular mycorrhizal fungi in arable soils are not necessarily low in diversity	Hijri, I.; Sykorova, Z.; Oehl, F.; Ineichen, K.; Mader, P.; Wiemken, A.; Redecker, D.
ESA02317	AM295493	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	laccatum	VTX00281	cultured spores	unspecified culture	unspecified subclass			unspecified family	unspecified genus	unspecified species	culture		culture													0deg0.00'N 0deg0.00'E		GeoA2	Geo11	18S rDNA	Sanger		Nova Hedwigia	2007	Paraglomus laccatum comb. nov. - a new member of Paraglomeraceae (Glomeromycota)	Renker, C.; Blaszkowski, J.; Buscot, F.
ESA02318	AM295494	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	laccatum		cultured spores	unspecified culture	unspecified subclass			unspecified family	unspecified genus	unspecified species	culture		culture													0deg0.00'N 0deg0.00'E		SSU-Glom1	LSU-Glom1	ITS+28S rDNA	Sanger		Nova Hedwigia	2007	Paraglomus laccatum comb. nov. - a new member of Paraglomeraceae (Glomeromycota)	Renker, C.; Blaszkowski, J.; Buscot, F.
MOA04110	AM420411	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots		Magnoliidae						successional	Other wetlands	freshwater lake	temperate	Palearctic							Europe	Netherlands			0deg0.00' 0deg0.00'		see notes	see notes	18S rDNA+ITS	Sanger		Aquatic Botany	2011	Molecular analysis of AMF diversity in aquatic macrophytes: A comparison of oligotrophic and ultra-oligotrophic lakes	Baar, J.; Paradi, I.; Lucassen, E.C.H.E.T.; Hudson-Edwards, K.A.; Redecker, D.; Roelofs, J.G.M.; Smolders, A.J.P.
MOA06326	AM905252	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-2		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic							North America	USA	Wyoming	Yellowstone, Lone Star Geyser Basin	44deg26.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06367	AM942512	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	scabra	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06321	AM942513	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots								successional	Other wetlands	thermal area	temperate	Nearctic							North America	USA	Wyoming	Yellowstone, Lone Star Geyser Area, Upper Geyser Basin	44deg34.00'N 110deg48.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06368	AM942514	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	scabra	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06369	AM942515	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	scabra	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06322	AM942516	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots								successional	Other wetlands	thermal area	temperate	Nearctic							North America	USA	Wyoming	Yellowstone, Lone Star Geyser Area, Upper Geyser Basin	44deg34.00'N 110deg48.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06305	AM942518	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	stolonifera	successional	Other wetlands	thermal area	polar	Palearctic	4-4.5						Europe	Iceland	Southern Region	Olkelduhals	64deg2.00'N 21deg12.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06306	AM942520	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	stolonifera	successional	Other wetlands	thermal area	polar	Palearctic	4-4.5						Europe	Iceland	Southern Region	Olkelduhals	64deg2.00'N 21deg12.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06370	AM942521	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-1		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	scabra	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06324	AM942522	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-2		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic							North America	USA	Wyoming	Yellowstone, Lone Star Geyser Area, Upper Geyser Basin	44deg34.00'N 110deg48.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06323	AM942523	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-2		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic							North America	USA	Wyoming	Yellowstone, Lone Star Geyser Area, Upper Geyser Basin	44deg34.00'N 110deg48.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06371	AM942524	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-2		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06372	AM942525	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-3		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06373	AM942526	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-3		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
MOA06374	AM942527	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Appoloni08 PARA-3		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Agrostis	scabra	successional	Other wetlands	thermal area	temperate	Nearctic	3.4-4.8						North America	USA	Wyoming	Yellowstone, Midway Geyser Basin, Rabbit Creek	44deg31.00'N 110deg49.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Microbal Ecology	2008	Molecular community analysis of arbuscular mycorrhizal fungi in roots of geothermal soils in Yellowstone National Park (USA)	Appoloni, S.; Lekberg, Y.; Tercek, M. T.; Zabinski, C. A.; Redecker, D.
TJA00001	AM947675	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.		plant roots		Magnoliidae	Lilianae	Poales	Poaceae	Dichanthelium	lanuginosum	successional	Other wetlands	thermal area	temperate	Nearctic	4,8						North America	USA	Wyoming	Yellowstone National Park	44deg15.00'N 110deg29.00'W		see notes	see notes	18S rDNA+ITS	Sanger		Ecology	2009	Arbuscular mycorrhizal fungi ameliorate temperature stress in thermophilic plants.	Bunn, R.; Lekberg, Y.; Zabinski, C.
MOA06383	AM992856	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Galvan09 Par1		plant roots		Magnoliidae	Lilianae	Asparagales	Alliaceae	Allium	cepa	anthropogenic	Anthropogenic ecosystem	onion field	temperate	Palearctic							Europe	Netherlands			0deg0.00' 0deg0.00'		see notes	see notes	18S rDNA+ITS	Sanger		Mycorrhiza	2009	Molecular diversity of arbuscular mycorrhizal fungi in onion roots from organic and conventional farming systems in the Netherlands	Galvan, G.A.; Paradi, I.; Burger, K.; Baar, J.; Kuyper, T.W.; Scholten, O.E.; Kik, C.
MOA06382	AM992857	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Galvan09 Par1		plant roots		Magnoliidae	Lilianae	Asparagales	Alliaceae	Allium	cepa	anthropogenic	Anthropogenic ecosystem	onion field	temperate	Palearctic							Europe	Netherlands			0deg0.00' 0deg0.00'		see notes	see notes	18S rDNA+ITS	Sanger		Mycorrhiza	2009	Molecular diversity of arbuscular mycorrhizal fungi in onion roots from organic and conventional farming systems in the Netherlands	Galvan, G.A.; Paradi, I.; Burger, K.; Baar, J.; Kuyper, T.W.; Scholten, O.E.; Kik, C.
